Gene	Ensembl
TMBIM6	ENSG00000139644
TMEM176A	ENSG00000002933
TMEM220	ENSG00000187824
TMEM37	ENSG00000171227
TMEM53	ENSG00000126106
TMEM82	ENSG00000162460
TMEM86B	ENSG00000180089
TMEM97	ENSG00000109084
TMPRSS9	ENSG00000178297
TNFAIP8L1	ENSG00000185361
TNFSF11	ENSG00000120659
TP53INP1	ENSG00000164938
TPMT	ENSG00000137364
TRIB3	ENSG00000101255
TRIM10	ENSG00000204613
TRPV1	ENSG00000196689
TSKU	ENSG00000182704
TSLP	ENSG00000145777
TST	ENSG00000128311
TTC38	ENSG00000075234
TTC39C	ENSG00000168234
TTPAL	ENSG00000124120
UGDH	ENSG00000109814
UGP2	ENSG00000169764
UGT1A5	ENSG00000240224
UGT1A8	ENSG00000242366
VKORC1	ENSG00000167397
VWCE	ENSG00000167992
WDR72	ENSG00000166415
XYLB	ENSG00000093217
